26.4832815714	6566	Cylindrospermopsis raciborskii
19.8523776873	4922	Nostoc sp
9.81325374098	2433	Microcystis aeruginosa
8.88557254064	2203	Lyngbya majuscula
8.47416609527	2101	Anabaena sp
7.49808413665	1859	Planktothrix rubescens
5.20711491147	1291	Oscillatoria sp
5.04981244706	1252	Cuspidothrix issatschenkoi
3.67442423265	911	Planktothrix agardhii
2.57330698181	638	Sphaerospermopsis torques-reginae
1.77066107369	439	Nodularia spumigena
0.705844391562	175	Raphidiopsis curvata
0.00806679304642	2	Aphanizomenon sp
0.00403339652321	1	Not Name
