24.4640098203	23118	Nostoc sp
20.4554593748	19330	Cylindrospermopsis raciborskii
10.3906960994	9819	Planktothrix rubescens
10.2203221232	9658	Microcystis aeruginosa
7.27528624944	6875	Anabaena sp
7.08903892146	6699	Sphaerospermopsis torques-reginae
6.40119367606	6049	Oscillatoria sp
6.23081969989	5888	Lyngbya majuscula
3.68473406845	3482	Planktothrix agardhii
2.11644690893	2000	Cuspidothrix issatschenkoi
0.86033566848	813	Raphidiopsis curvata
0.809540942665	765	Nodularia spumigena
0.00105822345446	1	Not Name
0.00105822345446	1	Aphanizomenon sp
